상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,표준산업분류명,시도명,시군구명,행정동명,법정동명,도로명,도로명주소,경도,위도,이동시간_분_차,이동시간_분_보행
혜윤미용실,수리·개인,이용·미용,미용실,두발 미용업,대전광역시,중구,대흥동,대흥동,대전광역시 중구 충무로,대전광역시 중구 충무로 13,127.41907597564,36.3184820086151,2.0,18
수원뚝배기식당,음식,한식,국/탕/찌개류,한식 일반 음식점업,대전광역시,중구,부사동,부사동,대전광역시 중구 대종로333번길,대전광역시 중구 대종로333번길 78,127.429409620358,36.3140705599894,2.0,22
대전식당,음식,한식,백반/한정식,한식 일반 음식점업,대전광역시,중구,대사동,대사동,대전광역시 중구 보문로,대전광역시 중구 보문로 163-1,127.425553207471,36.3175579781755,2.0,17
지호네신발,소매,섬유·의복·신발 소매,신발 소매업,신발 소매업,대전광역시,중구,대사동,대사동,대전광역시 중구 보문로,대전광역시 중구 보문로 169,127.425349117211,36.3180526880028,2.0,16
누가옷수선,수리·개인,기타 가정용품 수리,의류/이불 수선업,의복 및 기타 가정용 직물제품 수리업,대전광역시,중구,대사동,대사동,대전광역시 중구 보문로,대전광역시 중구 보문로 168-16,127.426417013484,36.3182200426768,2.0,16
지성슈퍼,소매,종합 소매,슈퍼마켓,기타 음ㆍ식료품 위주 종합 소매업,대전광역시,중구,대사동,대사동,대전광역시 중구 보문산공원로497번길,대전광역시 중구 보문산공원로497번길 6,127.421454565663,36.3130860079967,3.0,25
만능카인테리어,수리·개인,자동차 수리·세차,자동차 정비소,자동차 전문 수리업,대전광역시,중구,대사동,대사동,대전광역시 중구 계룡로,대전광역시 중구 계룡로 934-15,127.415852193151,36.3191873033089,2.0,19
루비아가구,소매,가구 소매,가구 소매업,가구 소매업,대전광역시,중구,용두동,용두동,대전광역시 중구 계룡로881번길,대전광역시 중구 계룡로881번길 5,127.412023463915,36.3233233169098,2.0,19
광명전자,수리·개인,가전제품 수리,가전제품 수리업,가전제품 수리업,대전광역시,중구,석교동,석교동,대전광역시 중구 대종로,대전광역시 중구 대종로 187,127.44589363976,36.3074157028927,4.0,35
신한부동산,부동산,부동산 서비스,부동산 중개/대리업,부동산 중개 및 대리업,대전광역시,중구,석교동,석교동,대전광역시 중구 대종로,대전광역시 중구 대종로 201-1,127.4445526674,36.3080854241738,4.0,34
대우컴퓨터세탁,수리·개인,세탁,세탁소,가정용 세탁업,대전광역시,중구,석교동,호동,대전광역시 중구 대종로141번길,대전광역시 중구 대종로141번길 20,127.448521969799,36.3041923364674,5.0,41
육교이용원,수리·개인,이용·미용,미용실,이용업,대전광역시,중구,유천2동,유천동,대전광역시 중구 계백로,대전광역시 중구 계백로 1648-6,127.402954084358,36.3194029694682,4.0,32
재수이용원,수리·개인,이용·미용,미용실,이용업,대전광역시,중구,석교동,석교동,대전광역시 중구 돌다리로,대전광역시 중구 돌다리로 7,127.442388515705,36.3086341302311,4.0,32
국일카센타,수리·개인,자동차 수리·세차,자동차 정비소,자동차 전문 수리업,대전광역시,중구,문화1동,문화동,대전광역시 중구 문화로218번길,대전광역시 중구 문화로218번길 6,127.408885255649,36.3156111236051,4.0,28
보문카정비,수리·개인,자동차 수리·세차,자동차 정비소,자동차 전문 수리업,대전광역시,중구,대사동,대사동,대전광역시 중구 솔밭로,대전광역시 중구 솔밭로 3,127.418177864465,36.3164498158702,2.0,21
한국종합카인테리어,수리·개인,자동차 수리·세차,자동차 정비소,자동차 전문 수리업,대전광역시,중구,대사동,대사동,대전광역시 중구 보문로162번길,대전광역시 중구 보문로162번길 50,127.428396516046,36.318608051592,1.0,14
옛날소머리국밥,음식,한식,국/탕/찌개류,한식 일반 음식점업,대전광역시,중구,대사동,대사동,대전광역시 중구 충무로,대전광역시 중구 충무로 112,127.429345867691,36.3182340597002,1.0,14
금광식당,음식,한식,백반/한정식,한식 일반 음식점업,대전광역시,중구,대사동,대사동,대전광역시 중구 충무로,대전광역시 중구 충무로 127,127.430652549014,36.3192587093403,1.0,12
영애식당,음식,주점,요리 주점,기타 주점업,대전광역시,중구,대사동,대사동,대전광역시 중구 보문로,대전광역시 중구 보문로 121-1,127.427781563455,36.3143692056572,2.0,22
여수게장백반,음식,한식,횟집,한식 해산물 요리 전문점,대전광역시,중구,대사동,대사동,대전광역시 중구 충무로86번길,대전광역시 중구 충무로86번길 3,127.426947347051,36.3172762673666,2.0,17
컴퓨터,수리·개인,컴퓨터 수리,컴퓨터/노트북/프린터 수리업,컴퓨터 및 주변 기기 수리업,대전광역시,중구,용두동,용두동,대전광역시 중구 선화로,대전광역시 중구 선화로 9,127.410762752702,36.3250925798376,2.0,22
청광유리,소매,기타 생활용품 소매,주방/가정용품 소매업,주방용품 및 가정용 유리; 요업제품 소매업,대전광역시,중구,은행선화동,선화동,대전광역시 중구 선화로,대전광역시 중구 선화로 130,127.421603985985,36.3305440414956,1.0,8
행운부동산,부동산,부동산 서비스,부동산 중개/대리업,부동산 중개 및 대리업,대전광역시,중구,석교동,석교동,대전광역시 중구 대종로,대전광역시 중구 대종로 212-1,127.443888732126,36.3090647091041,4.0,32
은성공업사,소매,철물·건설자재 소매,철물/공구 소매업,철물 및 난방용구 소매업,대전광역시,중구,석교동,호동,대전광역시 중구 대종로,대전광역시 중구 대종로 141,127.449399621431,36.3044757716715,5.0,41
진선미미용실,수리·개인,이용·미용,미용실,두발 미용업,대전광역시,중구,석교동,석교동,대전광역시 중구 대종로,대전광역시 중구 대종로 174,127.447533065722,36.3070537737859,4.0,37
남천이용원,수리·개인,이용·미용,미용실,이용업,대전광역시,중구,석교동,석교동,대전광역시 중구 대종로,대전광역시 중구 대종로 188-1,127.446391776592,36.3078325893698,4.0,35
하나샷시,수리·개인,기타 가정용품 수리,의류/이불 수선업,의복 및 기타 가정용 직물제품 수리업,대전광역시,중구,문창동,문창동,대전광역시 중구 문창로,대전광역시 중구 문창로 72-6,127.433590624615,36.3195430432308,1.0,15
계수약국,소매,의약·화장품 소매,약국,의약품 및 의료용품 소매업,대전광역시,중구,석교동,석교동,대전광역시 중구 돌다리로,대전광역시 중구 돌다리로 3,127.442609483748,36.3088785002834,4.0,32
오봉산흑염소건강원,소매,식료품 소매,건강보조식품 소매업,건강 보조용 액화식품 제조업,대전광역시,중구,부사동,부사동,대전광역시 중구 충무로86번길,대전광역시 중구 충무로86번길 82,127.428818703058,36.3141668763969,2.0,23
쌍동이미용실,수리·개인,이용·미용,미용실,두발 미용업,대전광역시,중구,석교동,석교동,대전광역시 중구 돌다리로30번길,대전광역시 중구 돌다리로30번길 8,127.441173055276,36.307312618381,4.0,34
깜머리방,수리·개인,이용·미용,미용실,두발 미용업,대전광역시,중구,부사동,부사동,대전광역시 중구 보문로,대전광역시 중구 보문로 120,127.428305668895,36.3142725749101,2.0,23
금전상회,소매,종합 소매,슈퍼마켓,기타 음ㆍ식료품 위주 종합 소매업,대전광역시,중구,석교동,석교동,대전광역시 중구 사득로,대전광역시 중구 사득로 54,127.436523019899,36.3097872772473,3.0,26
평안장,숙박,일반 숙박,여관/모텔,여관업,대전광역시,중구,유천1동,유천동,대전광역시 중구 유등천동로324번길,대전광역시 중구 유등천동로324번길 60,127.388576119643,36.313733506181,5.0,44
성문카센타,수리·개인,자동차 수리·세차,자동차 정비소,자동차 전문 수리업,대전광역시,중구,석교동,석교동,대전광역시 중구 대종로224번길,대전광역시 중구 대종로224번길 33,127.442786596068,36.3105917158344,3.0,30
진광고,과학·기술,인쇄·제품제작,명함/간판/광고물 제작,간판 및 광고물 제조업,대전광역시,중구,석교동,석교동,대전광역시 중구 대종로,대전광역시 중구 대종로 167,127.447649307313,36.3063603417837,4.0,37
파비,소매,섬유·의복·신발 소매,가방 소매업,가방 및 기타 가죽제품 소매업,대전광역시,중구,은행선화동,은행동,대전광역시 중구 목척9길,대전광역시 중구 목척9길 14,127.426516141014,36.3305316603026,0.0,5
밀레니엄이동통신,소매,가전·통신 소매,핸드폰 소매업,통신기기 소매업,대전광역시,중구,산성동,산성동,대전광역시 중구 당디로,대전광역시 중구 당디로 51,127.392951007474,36.3096280523863,6.0,49
아싸노래연습장,예술·스포츠,유원지·오락,노래방,노래 연습장 운영업,대전광역시,중구,유천2동,유천동,대전광역시 중구 유천로,대전광역시 중구 유천로 57,127.397532957081,36.3176273375619,4.0,36
미시플라워,소매,식물 소매,꽃집,화초 및 식물 소매업,대전광역시,중구,대흥동,대흥동,대전광역시 중구 보문로,대전광역시 중구 보문로 228,127.423062392463,36.3230887035878,1.0,9
경희미용실,수리·개인,이용·미용,미용실,두발 미용업,대전광역시,중구,문화1동,문화동,대전광역시 중구 천근로69번길,대전광역시 중구 천근로69번길 72,127.404906190006,36.3116619085423,5.0,38
굽네치킨,음식,기타 간이,치킨,치킨 전문점,대전광역시,중구,유천1동,유천동,대전광역시 중구 태평로26번길,대전광역시 중구 태평로26번길 50,127.395066772749,36.3197148056761,5.0,39
태광공인중개사사무소,부동산,부동산 서비스,부동산 중개/대리업,부동산 중개 및 대리업,대전광역시,중구,유천2동,유천동,대전광역시 중구 평촌로,대전광역시 중구 평촌로 104-1,127.398475202391,36.3225439178121,4.0,38
신짬뽕,음식,중식,중국집,중식 음식점업,대전광역시,중구,오류동,오류동,대전광역시 중구 오류로,대전광역시 중구 오류로 109,127.401638026215,36.3298509317748,4.0,34
서산농장,음식,한식,돼지고기 구이/찜,한식 육류 요리 전문점,대전광역시,중구,중촌동,중촌동,대전광역시 중구 대전천서로,대전광역시 중구 대전천서로 681,127.411674145934,36.3431221236329,3.0,28
모델헤어샵,수리·개인,이용·미용,미용실,두발 미용업,대전광역시,중구,태평2동,태평동,대전광역시 중구 태평로93번길,대전광역시 중구 태평로93번길 46,127.391948165339,36.3254850308646,5.0,42
한샘키친B.H.,소매,가구 소매,가구 소매업,가구 소매업,대전광역시,중구,용두동,용두동,대전광역시 중구 계룡로,대전광역시 중구 계룡로 829,127.408034967285,36.3264399955814,3.0,25
프로젝터#,소매,가전·통신 소매,가전제품 소매업,가전제품 소매업,대전광역시,중구,태평2동,태평동,대전광역시 중구 태평로,대전광역시 중구 태평로 129,127.395646866175,36.328243597568,5.0,41
꽃마차낙지볶음,음식,한식,해산물 구이/찜,한식 해산물 요리 전문점,대전광역시,중구,오류동,오류동,대전광역시 중구 계룡로882번길,대전광역시 중구 계룡로882번길 36,127.409802107877,36.3225102535759,2.0,22
당구삼국지,예술·스포츠,스포츠 서비스,당구장,당구장 운영업,대전광역시,중구,은행선화동,은행동,대전광역시 중구 중앙로164번길,대전광역시 중구 중앙로164번길 17,127.428301118911,36.3286205396489,0.0,2
푸른뫼헤어라인,수리·개인,이용·미용,미용실,두발 미용업,대전광역시,중구,태평1동,태평동,대전광역시 중구 수침로,대전광역시 중구 수침로 122,127.399462257662,36.3303447215803,4.0,36
목원지업사,소매,철물·건설자재 소매,벽지/장판/마루 소매업,벽지; 마루덮개 및 장판류 소매업,대전광역시,중구,중촌동,중촌동,대전광역시 중구 목중로54번길,대전광역시 중구 목중로54번길 29-6,127.408536191312,36.3396999044779,3.0,27
